file,label,duration_sec,snr_before,snr_after,flat_before,flat_after,hf_before,hf_after
M_0053_11y1m_1 (mp3cut.net)4.mp3,Prolongatio sample,1.674,17.293228,21.78240966796875,0.09965022653341293,0.07757769525051117,0.02231648936867714,0.03999997302889824
M_0061_14y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.93525,26.99401,49.88976287841797,0.01885697804391384,0.013593045994639397,0.005700311157852411,0.009322121739387512
M_0061_14y1m_1 (mp3cut.net)3.mp3,Prolongatio sample,4.8870625,26.588745,65.11524200439453,0.03237298130989075,0.008611769415438175,0.007216979283839464,0.0139402374625206
M_0061_14y3m_1 (mp3cut.net)10.mp3,Prolongatio sample,2.5360625,9.409258,14.202898025512695,0.04177010431885719,0.010153151117265224,0.1681746393442154,0.15881235897541046
M_0061_14y3m_1 (mp3cut.net)11.mp3,Prolongatio sample,2.79725,34.25677,74.211669921875,0.018792180344462395,0.10384316742420197,0.002970960224047303,0.0031823094468563795
M_0061_14y3m_1 (mp3cut.net)12.mp3,Prolongatio sample,1.909125,13.999724,20.408857345581055,0.011463196016848087,0.005199240054935217,0.03559957072138786,0.11074507236480713
M_0061_14y3m_1 (mp3cut.net)3.mp3,Prolongatio sample,3.7376875,27.980642,59.551273345947266,0.03908272460103035,0.020186439156532288,0.014258451759815216,0.024343522265553474
M_0061_14y3m_1 (mp3cut.net)7.mp3,Prolongatio sample,2.90175,32.42373,68.42617797851562,0.041668836027383804,0.016961880028247833,0.022439397871494293,0.02406303770840168
M_0061_14y7m_1 (mp3cut.net) (3).mp3,Prolongatio sample,3.0585,31.663181,53.65386962890625,0.06542322784662247,0.01694478839635849,0.01870540715754032,0.023473184555768967
M_0061_14y7m_1 (mp3cut.net) (4).mp3,Prolongatio sample,2.718875,20.232134,26.91507339477539,0.06230596825480461,0.09414786100387573,0.016592957079410553,0.02059165947139263
M_0061_14y7m_1 (mp3cut.net).mp3,Prolongatio sample,2.79725,19.45364,32.49577713012695,0.09212767332792282,0.042352769523859024,0.04119235649704933,0.03529374301433563
M_0061_14y7m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.883,38.902107,71.89582061767578,0.037282902747392654,0.014235831797122955,0.014199581928551197,0.017774680629372597
M_0061_14y7m_1 (mp3cut.net)12.mp3,Prolongatio sample,1.961375,26.734112,42.870155334472656,0.06542903929948807,0.0200626403093338,0.07363257557153702,0.08965665102005005
M_0061_14y7m_1 (mp3cut.net)13.mp3,Prolongatio sample,2.745,39.29293,71.78024291992188,0.07987970858812332,0.06603457033634186,0.041878245770931244,0.04570629447698593
M_0061_14y7m_1 (mp3cut.net)15.mp3,Prolongatio sample,3.21525,43.918262,80.93490600585938,0.06625989824533463,0.21246545016765594,0.013602961786091328,0.01977180317044258
M_0061_14y7m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.7785,16.164085,20.75958251953125,0.10510627925395966,0.04775882139801979,0.0539245530962944,0.04966330528259277
M_0061_14y7m_1 (mp3cut.net)3.mp3,Prolongatio sample,2.3270625,37.09883,74.55088806152344,0.043355874717235565,0.02069016918540001,0.029262546449899673,0.05254805088043213
M_0061_14y7m_1 (mp3cut.net)6.mp3,Prolongatio sample,2.0658125,34.991993,58.925376892089844,0.09107166528701782,0.024559734389185905,0.021646002307534218,0.02189359813928604
M_0061_14y7m_1 (mp3cut.net)7.mp3,Prolongatio sample,2.1441875,16.509296,22.32232666015625,0.0691147893667221,0.06754788756370544,0.1056562140583992,0.17347845435142517
M_0061_14y8m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.666625,34.596397,77.46369171142578,0.04435195401310921,0.01616640016436577,0.02207229472696781,0.03294796124100685
M_0061_14y8m_1 (mp3cut.net)5.mp3,Prolongatio sample,4.207875,9.8705635,23.245161056518555,0.08522360771894455,0.014763794839382172,0.47094792127609253,0.2352580577135086
M_0061_14y8m_1 (mp3cut.net)6.mp3,Prolongatio sample,2.4054375,15.923281,20.99195098876953,0.07775626331567764,0.018293676897883415,0.3616930842399597,0.2627221941947937
M_0061_14y8m_1 (mp3cut.net)7.mp3,Prolongatio sample,2.745,26.504402,58.63041305541992,0.10907144099473953,0.04350412264466286,0.03455379977822304,0.01886662282049656
M_0061_14y8m_1 (mp3cut.net)8.mp3,Prolongatio sample,5.77525,10.180694,30.83656120300293,0.06568929553031921,0.01806970313191414,0.629876434803009,0.2811049520969391
M_0061_14y9m_1 (mp3cut.net) (16).mp3,Prolongatio sample,1.9875,25.354492,29.870128631591797,0.05850434675812721,0.014437814243137836,0.0022543941158801317,0.0031805492471903563
M_0061_14y9m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.804625,17.777287,20.989999771118164,0.07568753510713577,0.033175744116306305,0.021186387166380882,0.02675948292016983
M_0061_14y9m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.9875,24.079163,37.04700469970703,0.038041651248931885,0.006568473298102617,0.0034944561775773764,0.0046667978167533875
M_0061_14y9m_1 (mp3cut.net)3.mp3,Prolongatio sample,2.745,26.403755,43.62519836425781,0.019709747284650803,0.004785360302776098,0.003774625016376376,0.007186566013842821
M_0061_14y9m_1 (mp3cut.net)4.mp3,Prolongatio sample,1.804625,18.138443,22.953584671020508,0.10816412419080734,0.040245793759822845,0.018185079097747803,0.02266569994390011
M_0061_14y9m_1 (mp3cut.net)5.mp3,Prolongatio sample,1.72625,33.4193,52.697845458984375,0.0487697534263134,0.00888107530772686,0.005780280102044344,0.005423075519502163
M_0061_14y9m_1 (mp3cut.net)6.mp3,Prolongatio sample,0.9686875,6.7717814,7.762467384338379,0.05401269346475601,0.025554651394486427,0.08272422850131989,0.08974970877170563
M_0061_14y9m_1 (mp3cut.net)7.mp3,Prolongatio sample,2.3009375,24.208803,44.138267517089844,0.0860239565372467,0.010868223384022713,0.03700543940067291,0.06028148531913757
M_0061_14y9m_1 (mp3cut.net)8.mp3,Prolongatio sample,2.3009375,32.86638,60.519309997558594,0.0028322022408246994,0.002057818230241537,0.0018893753876909614,0.002972079673781991
M_0061_14y9m_1 (mp3cut.net)9.mp3,Prolongatio sample,1.700125,12.50627,14.746304512023926,0.04446518048644066,0.014877593144774437,0.01808175817131996,0.01771300658583641
M_0061_16y9m-1 (mp3cut.net)4.mp3,Prolongatio sample,2.1441875,25.181665,44.723567962646484,0.017320336773991585,0.010498899966478348,0.011759317480027676,0.02615450695157051
M_0061_16y9m-1 (mp3cut.net)6.mp3,Prolongatio sample,2.79725,23.428793,36.139892578125,0.08448972553014755,0.02050923742353916,0.03918912261724472,0.06808840483427048
M_0061_16y9m-1 (mp3cut.net)7.mp3,Prolongatio sample,1.856875,21.703844,34.631736755371094,0.03918849676847458,0.024608563631772995,0.011410024017095566,0.024983515962958336
M_0061_18y5m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.752375,7.069397,10.131134033203125,0.012375378981232643,0.007464016787707806,0.020704779773950577,0.04272329807281494
M_0061_18y5m_1 (mp3cut.net)2.mp3,Prolongatio sample,6.3499375,14.8017235,46.32496643066406,0.02319885604083538,0.008201556280255318,0.037778589874506,0.15642207860946655
M_0061_18y5m_1 (mp3cut.net)4.mp3,Prolongatio sample,3.6593125,12.673805,44.712249755859375,0.04390436410903931,0.024230992421507835,0.06390799582004547,0.11372920870780945
M_0061_18y5m_1 (mp3cut.net)5.mp3,Prolongatio sample,3.9205,13.09885,39.35004425048828,0.02346692606806755,0.008540344424545765,0.00937618874013424,0.017471637576818466
M_0061_18y5m_1 (mp3cut.net)6.mp3,Prolongatio sample,3.9205,15.879272,48.47294616699219,0.02976752631366253,0.007093609776347876,0.018909303471446037,0.04241916537284851
M_0065_20y1m_1 (mp3cut.net) (12).mp3,Prolongatio sample,2.4838125,16.131248,23.84964370727539,0.02124803140759468,0.011776166968047619,0.0004953049356117845,0.0014587475452572107
M_0065_20y1m_1 (mp3cut.net) (17).mp3,Prolongatio sample,1.426625,14.169708,19.09333038330078,0.029549546539783478,0.011519531719386578,0.0003748108574654907,0.0009285780834034085
M_0065_20y1m_1 (mp3cut.net) (4).mp3,Prolongatio sample,1.8440625,15.5550585,25.740320205688477,0.03122899681329727,0.04674110189080238,0.0010749570792540908,0.0012996973237022758
M_0077_11y2m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.5099375,10.743607,17.379928588867188,0.02529887482523918,0.008856882341206074,0.0027831208426505327,0.010334858670830727
M_0077_11y2m_1 (mp3cut.net)10.mp3,Prolongatio sample,3.2675,12.179927,23.495378494262695,0.028766820207238197,0.018657401204109192,0.10123486071825027,0.18223252892494202
M_0077_11y2m_1 (mp3cut.net)13.mp3,Prolongatio sample,2.5099375,10.366144,20.136730194091797,0.007388707250356674,0.005455438047647476,0.010428193025290966,0.031982194632291794
M_0077_11y2m_1 (mp3cut.net)2.mp3,Prolongatio sample,4.207875,12.9483595,32.656009674072266,0.009528995491564274,0.005855549592524767,0.08292018622159958,0.34444576501846313
M_0077_11y2m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.961375,20.378258,39.455562591552734,0.0187766682356596,0.016574354842305183,0.013434872962534428,0.027223268523812294
M_0077_11y2m_1 (mp3cut.net)4.mp3,Prolongatio sample,4.469125,13.239662,30.256702423095703,0.03841014951467514,0.008618694730103016,0.11934695392847061,0.22539328038692474
M_0077_11y2m_1 (mp3cut.net)5.mp3,Prolongatio sample,2.5621875,7.2713985,11.209732055664062,0.008123952895402908,0.004209020175039768,0.0064758718945086,0.027040058746933937
M_0077_11y2m_1 (mp3cut.net)6.mp3,Prolongatio sample,2.666625,24.333385,39.10673522949219,0.028924908488988876,0.01129730325192213,0.019575290381908417,0.08604994416236877
M_0077_11y2m_1 (mp3cut.net)7.mp3,Prolongatio sample,2.745,16.537601,34.59272766113281,0.033578019589185715,0.008193733170628548,0.07711166888475418,0.20642420649528503
M_0077_11y2m_1 (mp3cut.net)8.mp3,Prolongatio sample,5.383375,13.6301565,24.409263610839844,0.03604419529438019,0.007362482137978077,0.12087174504995346,0.32429736852645874
M_0077_11y2m_1 (mp3cut.net)9.mp3,Prolongatio sample,4.051125,18.529583,40.23492431640625,0.013137967325747013,0.008037805557250977,0.016936589032411575,0.026677411049604416
M_0078_12y4m_1 (mp3cut.net)1.mp3,Prolongatio sample,3.9205,18.50002,35.34703063964844,0.004261914640665054,0.0015957294963300228,0.0016691910568624735,0.005393174942582846
M_0078_12y4m_1 (mp3cut.net)2.mp3,Prolongatio sample,2.5099375,17.917212,28.307418823242188,0.0260322242975235,0.015333729796111584,0.007535460405051708,0.014503487385809422
M_0078_14y4m_1 (mp3cut.net)9.mp3,Prolongatio sample,4.260125,18.498323,50.16916275024414,0.005238472018390894,0.00821310468018055,0.000973967369645834,0.0013619838282465935
M_0078_16y5m_1 (mp3cut.net)1.mp3,Prolongatio sample,4.6258125,7.254917,50.80455017089844,0.03175794333219528,0.021462276577949524,0.022800374776124954,0.036999884992837906
M_0102_09y6m_1 (mp3cut.net).mp3,Prolongatio sample,4.28625,17.577406,62.874229431152344,0.011900532990694046,0.008156121708452702,0.004966731183230877,0.012790740467607975
M_0102_9y5m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.51725,16.983425,27.60085678100586,0.06778156012296677,0.03721015527844429,0.1907016932964325,0.27391317486763
M_0102_9y5m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.961375,10.086652,15.85135555267334,0.01421424187719822,0.0066561223939061165,0.009493253193795681,0.029156072065234184
M_0102_9y5m_1 (mp3cut.net)7.mp3,Prolongatio sample,1.909125,8.0747595,14.419885635375977,0.04108412191271782,0.023205118253827095,0.3461459279060364,0.410338819026947
M_0104_10y3m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.3009375,30.672714,47.78376770019531,0.04255460575222969,0.017932109534740448,0.02571166306734085,0.037492960691452026
M_0104_10y3m_1 (mp3cut.net)10.mp3,Prolongatio sample,3.8944375,10.155985,18.2733211517334,0.05219220370054245,0.009021526202559471,0.38608843088150024,0.3343660235404968
M_0104_10y3m_1 (mp3cut.net)11.mp3,Prolongatio sample,3.241375,32.706978,55.2058219909668,0.048888321965932846,0.018147721886634827,0.18068578839302063,0.4545916020870209
M_0104_10y3m_1 (mp3cut.net)12.mp3,Prolongatio sample,2.2225625,18.322266,19.18476676940918,0.02949419617652893,0.007671908009797335,0.004062627907842398,0.013167724944651127
M_0104_10y3m_1 (mp3cut.net)2.mp3,Prolongatio sample,2.6405,9.1413145,15.900285720825195,0.014142932370305061,0.011747365817427635,0.009095057845115662,0.03201034665107727
M_0104_10y3m_1 (mp3cut.net)6.mp3,Prolongatio sample,2.4315625,6.9579864,12.620339393615723,0.00681880209594965,0.004715976305305958,0.01306312344968319,0.033550411462783813
M_0104_10y3m_1 (mp3cut.net)7.mp3,Prolongatio sample,1.9875,21.710503,31.746519088745117,0.11688274890184402,0.035397276282310486,0.005171339027583599,0.00372131890617311
M_0104_10y3m_1 (mp3cut.net)8.mp3,Prolongatio sample,2.0658125,15.266663,20.392024993896484,0.021610403433442116,0.005625173449516296,0.005811833310872316,0.03513818979263306
M_0104_10y3m_1 (mp3cut.net)9.mp3,Prolongatio sample,1.883,11.911,17.185405731201172,0.021253377199172974,0.007426009513437748,0.0023482581600546837,0.01332666352391243
M_0104_12y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,2.1703125,15.924269,32.998291015625,0.036284640431404114,0.014392655342817307,0.592389702796936,0.7387827634811401
M_0104_12y7m_1 (mp3cut.net)1.mp3,Prolongatio sample,3.4503125,25.567902,51.622196197509766,0.0339265801012516,0.005726772826164961,0.6440932154655457,0.7661774158477783
M_0104_12y7m_1 (mp3cut.net)2.mp3,Prolongatio sample,5.0960625,18.41155,63.72968292236328,0.013415013439953327,0.01247997023165226,0.04453568905591965,0.13657920062541962
M_0104_12y7m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.438875,19.944576,26.302202224731445,0.006658616475760937,0.0021461602300405502,0.2408541440963745,0.4631040692329407
M_0104_12y7m_1 (mp3cut.net)5.mp3,Prolongatio sample,1.7785,18.4897,22.311723709106445,0.07516507059335709,0.06709885597229004,0.0074928621761500835,0.019854815676808357
M_0104_12y7m_1 (mp3cut.net)6.mp3,Prolongatio sample,3.7638125,20.671244,41.911293029785156,0.028799250721931458,0.007697828114032745,0.8385626077651978,0.8876384496688843
M_0104_12y7m_1 (mp3cut.net)7.mp3,Prolongatio sample,1.9875,9.543754,14.227023124694824,0.08194984495639801,0.0328410305082798,0.28847435116767883,0.4122253358364105
M_0104_12y8m_1 (mp3cut.net)2.mp3,Prolongatio sample,6.3760625,17.607683,64.82540893554688,0.012127666734158993,0.010296698659658432,0.10470152646303177,0.3993742763996124
M_0104_12y8m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.961375,16.816528,20.87076187133789,0.06868083775043488,0.02437446266412735,0.01032157801091671,0.0224236398935318
M_0104_12y8m_1 (mp3cut.net)5.mp3,Prolongatio sample,2.954,13.8957615,23.034423828125,0.0761551633477211,0.027003919705748558,0.058357302099466324,0.12851639091968536
M_0112_10y6m_1 (mp3cut.net)2.mp3,Prolongatio sample,3.6854375,21.105825,36.883995056152344,0.08375552296638489,0.037154898047447205,0.0309146698564291,0.028359662741422653
M_0112_10y6m_1 (mp3cut.net)3.mp3,Prolongatio sample,3.5548125,18.931429,36.243186950683594,0.05808471888303757,0.019254742190241814,0.05379471182823181,0.052232399582862854
M_0121_15y1m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.3009375,21.708103,33.31695556640625,0.07821105420589447,0.01757962629199028,0.05438870191574097,0.08217141777276993
M_0121_15y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,3.11075,29.025356,61.92036437988281,0.07445023953914642,0.01938256435096264,0.03281519189476967,0.04157587140798569
M_0132_12y11m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.0658125,25.032442,58.24308776855469,0.1280890852212906,0.07026087492704391,0.39297032356262207,0.5043482780456543
M_0132_12y11m_1 (mp3cut.net)10.mp3,Prolongatio sample,1.51725,17.619684,25.348873138427734,0.035697292536497116,0.011648159474134445,0.5925058126449585,0.6680741310119629
M_0132_12y11m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.674,30.762283,51.68571853637695,0.11063363403081894,0.06001850962638855,0.10442784428596497,0.12973915040493011
M_0132_12y11m_1 (mp3cut.net)6.mp3,Prolongatio sample,1.5695,29.427221,54.206390380859375,0.03499933332204819,0.023704569786787033,0.05164259299635887,0.08931506425142288
M_0132_12y11m_1 (mp3cut.net)7.mp3,Prolongatio sample,1.72625,20.626448,31.493896484375,0.07468761503696442,0.019339418038725853,0.29424431920051575,0.35821402072906494
M_0132_12y11m_1 (mp3cut.net)8.mp3,Prolongatio sample,1.62175,22.60054,26.677026748657227,0.013485588133335114,0.010992072522640228,0.003665731055662036,0.01184226293116808
M_0214_09y4m_1 (mp3cut.net)12.mp3,Prolongatio sample,2.1703125,20.081585,28.01752281188965,0.081366166472435,0.045182958245277405,0.01977410353720188,0.05653446912765503
M_0214_09y4m_1 (mp3cut.net)13.mp3,Prolongatio sample,1.700125,27.95744,36.70058059692383,0.0236151535063982,0.017847033217549324,0.04133285582065582,0.18252770602703094
M_0214_09y4m_1 (mp3cut.net)6 - Copy.mp3,Prolongatio sample,2.4054375,12.886793,19.7055606842041,0.04672754928469658,0.015625344589352608,0.21071045100688934,0.2917850911617279
M_0214_09y4m_1 (mp3cut.net)6.mp3,Prolongatio sample,2.4054375,12.886793,19.7055606842041,0.04672754928469658,0.015625344589352608,0.21071045100688934,0.2917850911617279
M_0553_11y0m_1 (mp3cut.net)1.mp3,Prolongatio sample,3.6070625,13.055521,39.240962982177734,0.033863045275211334,0.004573085345327854,0.3734945058822632,0.5429765582084656
M_0553_11y0m_1 (mp3cut.net)11.mp3,Prolongatio sample,7.2641875,11.451634,59.30961608886719,0.009470636025071144,0.018037257716059685,0.0035361028276383877,0.008144384250044823
M_0553_11y0m_1 (mp3cut.net)12.mp3,Prolongatio sample,1.961375,11.664201,26.239459991455078,0.006147914566099644,0.002947940258309245,0.21948395669460297,0.3996412456035614
M_0553_11y0m_1 (mp3cut.net)13.mp3,Prolongatio sample,4.5735625,6.5129356,38.448333740234375,0.012454543262720108,0.012413271702826023,0.025329969823360443,0.043689437210559845
M_0553_11y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,3.998875,9.236482,32.368858337402344,0.025772979483008385,0.013223604299128056,0.01776588335633278,0.014852329157292843
M_0553_11y0m_1 (mp3cut.net)3.mp3,Prolongatio sample,4.103375,12.712792,36.78103256225586,0.049483705312013626,0.011035311035811901,0.26826798915863037,0.5052435398101807
M_0553_11y0m_1 (mp3cut.net)4.mp3,Prolongatio sample,2.4054375,11.183938,32.53265380859375,0.020283645018935204,0.008782756514847279,0.10972454398870468,0.18853870034217834
M_0553_11y0m_1 (mp3cut.net)7.mp3,Prolongatio sample,3.2935625,11.758001,44.124332427978516,0.026682812720537186,0.006763355806469917,0.280641108751297,0.42566779255867004
M_0553_11y0m_1 (mp3cut.net)8.mp3,Prolongatio sample,2.79725,14.664085,40.65402603149414,0.026183675974607468,0.014987003058195114,0.007795148063451052,0.012013587169349194
M_0553_11y0m_1 (mp3cut.net)9.mp3,Prolongatio sample,1.674,9.835631,24.666690826416016,0.013952147215604782,0.008317776024341583,0.044466882944107056,0.055734943598508835
M_0556_07y8m_1 (mp3cut.net)1.mp3,Prolongatio sample,2.718875,12.273732,12.654647827148438,0.062164824455976486,0.03146377578377724,0.022351320832967758,0.07664981484413147
M_0556_07y8m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.909125,11.085524,13.537347793579102,0.013832920230925083,0.009856385178864002,0.007551279850304127,0.025647278875112534
M_0556_08y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,1.647875,9.444545,11.25893783569336,0.01587088033556938,0.016657881438732147,0.007377053145319223,0.03326929733157158
M_0556_08y0m_1 (mp3cut.net)3.mp3,Prolongatio sample,1.491125,9.820984,10.483765602111816,0.0037163021042943,0.006405970547348261,0.0005954629159532487,0.002222710754722357
M_0760_12y3m_1 (mp3cut.net)3.mp3,Prolongatio sample,6.4544375,14.975964,47.06357955932617,0.014795752242207527,0.008823702111840248,0.009330219589173794,0.03309457376599312
M_0760_12y3m_1 (mp3cut.net)4.mp3,Prolongatio sample,3.4764375,21.210997,35.547584533691406,0.10393917560577393,0.04418488219380379,0.008951219730079174,0.014546651393175125
M_0760_12y3m_1 (mp3cut.net)5.mp3,Prolongatio sample,4.6258125,14.372415,40.931190490722656,0.01685361936688423,0.00373671343550086,0.0060380129143595695,0.011541924439370632
M_0819_11y11m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.7785,20.917404,31.588993072509766,0.01816076971590519,0.013548009097576141,0.0016977438936010003,0.0031160388607531786
M_0819_11y11m_1 (mp3cut.net)10.mp3,Prolongatio sample,7.1075,18.032547,65.85258483886719,0.020649662241339684,0.013945731334388256,0.007109861355274916,0.024702705442905426
M_0819_11y11m_1 (mp3cut.net)11.mp3,Prolongatio sample,2.666625,15.094142,37.31390380859375,0.014004102908074856,0.004706024657934904,0.0021776987705379725,0.009484992362558842
M_0819_11y11m_1 (mp3cut.net)2.mp3,Prolongatio sample,3.163,20.401665,41.78097152709961,0.02046787552535534,0.004474900662899017,0.008455019444227219,0.02794576995074749
M_0819_11y11m_1 (mp3cut.net)3.mp3,Prolongatio sample,4.443,17.818401,54.445068359375,0.033332839608192444,0.008865115232765675,0.029215598478913307,0.028561001643538475
M_0819_11y11m_1 (mp3cut.net)4.mp3,Prolongatio sample,10.0854375,11.210975,37.63002014160156,0.005933927837759256,0.005285995081067085,0.001177088706754148,0.03243974223732948
M_0819_11y11m_1 (mp3cut.net)5.mp3,Prolongatio sample,3.241375,20.540855,67.10397338867188,0.014105758629739285,0.006777875125408173,0.011584707535803318,0.02952372469007969
M_0819_11y11m_1 (mp3cut.net)7.mp3,Prolongatio sample,7.2641875,17.717287,62.604347229003906,0.02051166072487831,0.009835564531385899,0.005589534528553486,0.01468259934335947
M_0819_11y11m_1 (mp3cut.net)8.mp3,Prolongatio sample,4.8086875,19.85671,29.811086654663086,0.02543826773762703,0.004731510765850544,0.002243253169581294,0.008772284723818302
M_0819_11y11m_1 (mp3cut.net)9.mp3,Prolongatio sample,3.5286875,15.284245,44.3305549621582,0.017239974811673164,0.012641014531254768,0.007150739431381226,0.01077490858733654
