file,label,snr_before,snr_after,flat_before,flat_after,hf_before,hf_after
M_0030_12y7m_1 (mp3cut.net)5.mp3,Prolongatio sample,9.251801,26.95290756225586,0.026205909,0.0147205945,0.12715028,0.26121616
M_0030_12y7m_1 (mp3cut.net)6.mp3,Prolongatio sample,17.091482,37.848602294921875,0.011806428,0.008647255,0.079930365,0.13391702
M_0030_13y1m_1 (mp3cut.net) (2).mp3,Prolongatio sample,17.65133,34.18629455566406,0.016544566,0.008587312,0.10213075,0.14784232
M_0053_10y2m_1 (mp3cut.net)2.mp3,Prolongatio sample,30.777763,50.11513137817383,0.061005373,0.009638062,0.063939266,0.17408697
M_0053_10y2m_1 (mp3cut.net)3.mp3,Prolongatio sample,12.089596,16.691299438476562,0.020251205,0.0055906936,0.11208902,0.403122
M_0053_10y2m_1 (mp3cut.net)4.mp3,Prolongatio sample,20.993425,39.20541763305664,0.082821764,0.030451298,0.00655753,0.013128688
M_0053_10y8m_1 (mp3cut.net)1.mp3,Prolongatio sample,28.426102,42.453521728515625,0.037359923,0.01827321,0.19628552,0.37009025
M_0053_11y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,26.857258,33.734500885009766,0.09766204,0.01813201,0.0025975136,0.0034284103
M_0053_11y1m_1 (mp3cut.net)4.mp3,Prolongatio sample,17.293228,21.78240966796875,0.09965023,0.077577695,0.02231649,0.039999973
M_0061_14y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,26.99401,49.88976287841797,0.018856978,0.013593046,0.005700311,0.009322122
M_0061_14y1m_1 (mp3cut.net)3.mp3,Prolongatio sample,26.588745,65.11524200439453,0.03237298,0.008611769,0.0072169793,0.013940237
M_0061_14y3m_1 (mp3cut.net)10.mp3,Prolongatio sample,9.409258,14.202898025512695,0.041770104,0.010153151,0.16817464,0.15881236
M_0061_14y3m_1 (mp3cut.net)11.mp3,Prolongatio sample,34.25677,74.211669921875,0.01879218,0.10384317,0.0029709602,0.0031823094
M_0061_14y3m_1 (mp3cut.net)12.mp3,Prolongatio sample,13.999724,20.408857345581055,0.011463196,0.00519924,0.03559957,0.11074507
M_0061_14y3m_1 (mp3cut.net)3.mp3,Prolongatio sample,27.980642,59.551273345947266,0.039082725,0.02018644,0.014258452,0.024343522
M_0061_14y3m_1 (mp3cut.net)7.mp3,Prolongatio sample,32.42373,68.42617797851562,0.041668836,0.01696188,0.022439398,0.024063038
M_0061_14y7m_1 (mp3cut.net) (3).mp3,Prolongatio sample,31.663181,53.65386962890625,0.06542323,0.016944788,0.018705407,0.023473185
M_0061_14y7m_1 (mp3cut.net) (4).mp3,Prolongatio sample,20.232134,26.91507339477539,0.06230597,0.09414786,0.016592957,0.02059166
M_0061_14y7m_1 (mp3cut.net).mp3,Prolongatio sample,19.45364,32.49577713012695,0.09212767,0.04235277,0.041192356,0.035293743
M_0061_14y7m_1 (mp3cut.net)1.mp3,Prolongatio sample,38.902107,71.89582061767578,0.037282903,0.014235832,0.014199582,0.01777468
M_0061_14y7m_1 (mp3cut.net)12.mp3,Prolongatio sample,26.734112,42.870155334472656,0.06542904,0.02006264,0.073632576,0.08965665
M_0061_14y7m_1 (mp3cut.net)13.mp3,Prolongatio sample,39.29293,71.78024291992188,0.07987971,0.06603457,0.041878246,0.045706294
M_0061_14y7m_1 (mp3cut.net)15.mp3,Prolongatio sample,43.918262,80.93490600585938,0.0662599,0.21246545,0.013602962,0.019771803
M_0061_14y7m_1 (mp3cut.net)2.mp3,Prolongatio sample,16.164085,20.75958251953125,0.10510628,0.04775882,0.053924553,0.049663305
M_0061_14y7m_1 (mp3cut.net)3.mp3,Prolongatio sample,37.09883,74.55088806152344,0.043355875,0.02069017,0.029262546,0.05254805
M_0061_14y7m_1 (mp3cut.net)6.mp3,Prolongatio sample,34.991993,58.925376892089844,0.091071665,0.024559734,0.021646002,0.021893598
M_0061_14y7m_1 (mp3cut.net)7.mp3,Prolongatio sample,16.509296,22.32232666015625,0.06911479,0.06754789,0.105656214,0.17347845
M_0061_14y8m_1 (mp3cut.net)1.mp3,Prolongatio sample,34.596397,77.46369171142578,0.044351954,0.0161664,0.022072295,0.03294796
M_0061_14y8m_1 (mp3cut.net)5.mp3,Prolongatio sample,9.8705635,23.245161056518555,0.08522361,0.014763795,0.47094792,0.23525806
M_0061_14y8m_1 (mp3cut.net)6.mp3,Prolongatio sample,15.923281,20.99195098876953,0.07775626,0.018293677,0.36169308,0.2627222
M_0061_14y8m_1 (mp3cut.net)7.mp3,Prolongatio sample,26.504402,58.63041305541992,0.10907144,0.043504123,0.0345538,0.018866623
M_0061_14y8m_1 (mp3cut.net)8.mp3,Prolongatio sample,10.180694,30.83656120300293,0.065689296,0.018069703,0.62987643,0.28110495
M_0061_14y9m_1 (mp3cut.net) (16).mp3,Prolongatio sample,25.354492,29.870128631591797,0.058504347,0.014437814,0.002254394,0.0031805492
M_0061_14y9m_1 (mp3cut.net)1.mp3,Prolongatio sample,17.777287,20.989999771118164,0.075687535,0.033175744,0.021186387,0.026759483
M_0061_14y9m_1 (mp3cut.net)2.mp3,Prolongatio sample,24.079163,37.04700469970703,0.03804165,0.0065684733,0.0034944562,0.004666798
M_0061_14y9m_1 (mp3cut.net)3.mp3,Prolongatio sample,26.403755,43.62519836425781,0.019709747,0.0047853603,0.003774625,0.007186566
M_0061_14y9m_1 (mp3cut.net)4.mp3,Prolongatio sample,18.138443,22.953584671020508,0.108164124,0.040245794,0.01818508,0.0226657
M_0061_14y9m_1 (mp3cut.net)5.mp3,Prolongatio sample,33.4193,52.697845458984375,0.048769753,0.008881075,0.00578028,0.0054230755
M_0061_14y9m_1 (mp3cut.net)6.mp3,Prolongatio sample,6.7717814,7.762467384338379,0.054012693,0.025554651,0.08272423,0.08974971
M_0061_14y9m_1 (mp3cut.net)7.mp3,Prolongatio sample,24.208803,44.138267517089844,0.08602396,0.010868223,0.03700544,0.060281485
M_0061_14y9m_1 (mp3cut.net)8.mp3,Prolongatio sample,32.86638,60.519309997558594,0.0028322022,0.0020578182,0.0018893754,0.0029720797
M_0061_14y9m_1 (mp3cut.net)9.mp3,Prolongatio sample,12.50627,14.746304512023926,0.04446518,0.014877593,0.018081758,0.017713007
M_0061_16y9m-1 (mp3cut.net)4.mp3,Prolongatio sample,25.181665,44.723567962646484,0.017320337,0.0104989,0.0117593175,0.026154507
M_0061_16y9m-1 (mp3cut.net)6.mp3,Prolongatio sample,23.428793,36.139892578125,0.084489726,0.020509237,0.039189123,0.068088405
M_0061_16y9m-1 (mp3cut.net)7.mp3,Prolongatio sample,21.703844,34.631736755371094,0.039188497,0.024608564,0.011410024,0.024983516
M_0061_18y5m_1 (mp3cut.net)1.mp3,Prolongatio sample,7.069397,10.131134033203125,0.012375379,0.007464017,0.02070478,0.042723298
M_0061_18y5m_1 (mp3cut.net)2.mp3,Prolongatio sample,14.8017235,46.32496643066406,0.023198856,0.008201556,0.03777859,0.15642208
M_0061_18y5m_1 (mp3cut.net)4.mp3,Prolongatio sample,12.673805,44.712249755859375,0.043904364,0.024230992,0.063907996,0.11372921
M_0061_18y5m_1 (mp3cut.net)5.mp3,Prolongatio sample,13.09885,39.35004425048828,0.023466926,0.008540344,0.009376189,0.017471638
M_0061_18y5m_1 (mp3cut.net)6.mp3,Prolongatio sample,15.879272,48.47294616699219,0.029767526,0.00709361,0.018909303,0.042419165
M_0065_20y1m_1 (mp3cut.net) (12).mp3,Prolongatio sample,16.131248,23.84964370727539,0.021248031,0.011776167,0.00049530494,0.0014587475
M_0065_20y1m_1 (mp3cut.net) (17).mp3,Prolongatio sample,14.169708,19.09333038330078,0.029549547,0.011519532,0.00037481086,0.0009285781
M_0065_20y1m_1 (mp3cut.net) (4).mp3,Prolongatio sample,15.5550585,25.740320205688477,0.031228997,0.046741102,0.0010749571,0.0012996973
M_0077_11y2m_1 (mp3cut.net)1.mp3,Prolongatio sample,10.743607,17.379928588867188,0.025298875,0.008856882,0.0027831208,0.010334859
M_0077_11y2m_1 (mp3cut.net)10.mp3,Prolongatio sample,12.179927,23.495378494262695,0.02876682,0.018657401,0.10123486,0.18223253
M_0077_11y2m_1 (mp3cut.net)13.mp3,Prolongatio sample,10.366144,20.136730194091797,0.0073887073,0.005455438,0.010428193,0.031982195
M_0077_11y2m_1 (mp3cut.net)2.mp3,Prolongatio sample,12.9483595,32.656009674072266,0.0095289955,0.0058555496,0.082920186,0.34444577
M_0077_11y2m_1 (mp3cut.net)3.mp3,Prolongatio sample,20.378258,39.455562591552734,0.018776668,0.016574355,0.013434873,0.027223269
M_0077_11y2m_1 (mp3cut.net)4.mp3,Prolongatio sample,13.239662,30.256702423095703,0.03841015,0.008618695,0.119346954,0.22539328
M_0077_11y2m_1 (mp3cut.net)5.mp3,Prolongatio sample,7.2713985,11.209732055664062,0.008123953,0.00420902,0.006475872,0.027040059
M_0077_11y2m_1 (mp3cut.net)6.mp3,Prolongatio sample,24.333385,39.10673522949219,0.028924908,0.011297303,0.01957529,0.086049944
M_0077_11y2m_1 (mp3cut.net)7.mp3,Prolongatio sample,16.537601,34.59272766113281,0.03357802,0.008193733,0.07711167,0.2064242
M_0077_11y2m_1 (mp3cut.net)8.mp3,Prolongatio sample,13.6301565,24.409263610839844,0.036044195,0.007362482,0.120871745,0.32429737
M_0077_11y2m_1 (mp3cut.net)9.mp3,Prolongatio sample,18.529583,40.23492431640625,0.013137967,0.008037806,0.016936589,0.026677411
M_0078_12y4m_1 (mp3cut.net)1.mp3,Prolongatio sample,18.50002,35.34703063964844,0.0042619146,0.0015957295,0.001669191,0.005393175
M_0078_12y4m_1 (mp3cut.net)2.mp3,Prolongatio sample,17.917212,28.307418823242188,0.026032224,0.01533373,0.0075354604,0.014503487
M_0078_14y4m_1 (mp3cut.net)9.mp3,Prolongatio sample,18.498323,50.16916275024414,0.005238472,0.008213105,0.00097396737,0.0013619838
M_0078_16y5m_1 (mp3cut.net)1.mp3,Prolongatio sample,7.254917,50.80455017089844,0.031757943,0.021462277,0.022800375,0.036999885
M_0102_09y6m_1 (mp3cut.net).mp3,Prolongatio sample,17.577406,62.874229431152344,0.011900533,0.008156122,0.004966731,0.0127907405
M_0102_9y5m_1 (mp3cut.net)2.mp3,Prolongatio sample,16.983425,27.60085678100586,0.06778156,0.037210155,0.1907017,0.27391317
M_0102_9y5m_1 (mp3cut.net)3.mp3,Prolongatio sample,10.086652,15.85135555267334,0.014214242,0.0066561224,0.009493253,0.029156072
M_0102_9y5m_1 (mp3cut.net)7.mp3,Prolongatio sample,8.0747595,14.419885635375977,0.041084122,0.023205118,0.34614593,0.41033882
M_0104_10y3m_1 (mp3cut.net)1.mp3,Prolongatio sample,30.672714,47.78376770019531,0.042554606,0.01793211,0.025711663,0.03749296
M_0104_10y3m_1 (mp3cut.net)10.mp3,Prolongatio sample,10.155985,18.2733211517334,0.052192204,0.009021526,0.38608843,0.33436602
M_0104_10y3m_1 (mp3cut.net)11.mp3,Prolongatio sample,32.706978,55.2058219909668,0.048888322,0.018147722,0.18068579,0.4545916
M_0104_10y3m_1 (mp3cut.net)12.mp3,Prolongatio sample,18.322266,19.18476676940918,0.029494196,0.007671908,0.004062628,0.013167725
M_0104_10y3m_1 (mp3cut.net)2.mp3,Prolongatio sample,9.1413145,15.900285720825195,0.014142932,0.011747366,0.009095058,0.032010347
M_0104_10y3m_1 (mp3cut.net)6.mp3,Prolongatio sample,6.9579864,12.620339393615723,0.006818802,0.0047159763,0.013063123,0.03355041
M_0104_10y3m_1 (mp3cut.net)7.mp3,Prolongatio sample,21.710503,31.746519088745117,0.11688275,0.035397276,0.005171339,0.003721319
M_0104_10y3m_1 (mp3cut.net)8.mp3,Prolongatio sample,15.266663,20.392024993896484,0.021610403,0.0056251734,0.0058118333,0.03513819
M_0104_10y3m_1 (mp3cut.net)9.mp3,Prolongatio sample,11.911,17.185405731201172,0.021253377,0.0074260095,0.0023482582,0.0133266635
M_0104_12y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,15.924269,32.998291015625,0.03628464,0.014392655,0.5923897,0.73878276
M_0104_12y7m_1 (mp3cut.net)1.mp3,Prolongatio sample,25.567902,51.622196197509766,0.03392658,0.005726773,0.6440932,0.7661774
M_0104_12y7m_1 (mp3cut.net)2.mp3,Prolongatio sample,18.41155,63.72968292236328,0.013415013,0.01247997,0.04453569,0.1365792
M_0104_12y7m_1 (mp3cut.net)3.mp3,Prolongatio sample,19.944576,26.302202224731445,0.0066586165,0.0021461602,0.24085414,0.46310407
M_0104_12y7m_1 (mp3cut.net)5.mp3,Prolongatio sample,18.4897,22.311723709106445,0.07516507,0.067098856,0.007492862,0.019854816
M_0104_12y7m_1 (mp3cut.net)6.mp3,Prolongatio sample,20.671244,41.911293029785156,0.02879925,0.007697828,0.8385626,0.88763845
M_0104_12y7m_1 (mp3cut.net)7.mp3,Prolongatio sample,9.543754,14.227023124694824,0.081949845,0.03284103,0.28847435,0.41222534
M_0104_12y8m_1 (mp3cut.net)2.mp3,Prolongatio sample,17.607683,64.82540893554688,0.012127667,0.010296699,0.10470153,0.39937428
M_0104_12y8m_1 (mp3cut.net)3.mp3,Prolongatio sample,16.816528,20.87076187133789,0.06868084,0.024374463,0.010321578,0.02242364
M_0104_12y8m_1 (mp3cut.net)5.mp3,Prolongatio sample,13.8957615,23.034423828125,0.07615516,0.02700392,0.058357302,0.12851639
M_0112_10y6m_1 (mp3cut.net)2.mp3,Prolongatio sample,21.105825,36.883995056152344,0.08375552,0.037154898,0.03091467,0.028359663
M_0112_10y6m_1 (mp3cut.net)3.mp3,Prolongatio sample,18.931429,36.243186950683594,0.05808472,0.019254742,0.05379471,0.0522324
M_0121_15y1m_1 (mp3cut.net)1.mp3,Prolongatio sample,21.708103,33.31695556640625,0.078211054,0.017579626,0.054388702,0.08217142
M_0121_15y1m_1 (mp3cut.net)2.mp3,Prolongatio sample,29.025356,61.92036437988281,0.07445024,0.019382564,0.032815192,0.04157587
M_0132_12y11m_1 (mp3cut.net)1.mp3,Prolongatio sample,25.032442,58.24308776855469,0.12808909,0.070260875,0.39297032,0.5043483
M_0132_12y11m_1 (mp3cut.net)10.mp3,Prolongatio sample,17.619684,25.348873138427734,0.035697293,0.0116481595,0.5925058,0.66807413
M_0132_12y11m_1 (mp3cut.net)2.mp3,Prolongatio sample,30.762283,51.68571853637695,0.110633634,0.06001851,0.104427844,0.12973915
M_0132_12y11m_1 (mp3cut.net)6.mp3,Prolongatio sample,29.427221,54.206390380859375,0.034999333,0.02370457,0.051642593,0.089315064
M_0132_12y11m_1 (mp3cut.net)7.mp3,Prolongatio sample,20.626448,31.493896484375,0.074687615,0.019339418,0.29424432,0.35821402
M_0132_12y11m_1 (mp3cut.net)8.mp3,Prolongatio sample,22.60054,26.677026748657227,0.013485588,0.0109920725,0.003665731,0.011842263
M_0214_09y4m_1 (mp3cut.net)12.mp3,Prolongatio sample,20.081585,28.01752281188965,0.08136617,0.04518296,0.019774104,0.05653447
M_0214_09y4m_1 (mp3cut.net)13.mp3,Prolongatio sample,27.95744,36.70058059692383,0.023615154,0.017847033,0.041332856,0.1825277
M_0214_09y4m_1 (mp3cut.net)6 - Copy.mp3,Prolongatio sample,12.886793,19.7055606842041,0.04672755,0.015625345,0.21071045,0.2917851
M_0214_09y4m_1 (mp3cut.net)6.mp3,Prolongatio sample,12.886793,19.7055606842041,0.04672755,0.015625345,0.21071045,0.2917851
M_0553_11y0m_1 (mp3cut.net)1.mp3,Prolongatio sample,13.055521,39.240962982177734,0.033863045,0.0045730853,0.3734945,0.54297656
M_0553_11y0m_1 (mp3cut.net)11.mp3,Prolongatio sample,11.451634,59.30961608886719,0.009470636,0.018037258,0.0035361028,0.008144384
M_0553_11y0m_1 (mp3cut.net)12.mp3,Prolongatio sample,11.664201,26.239459991455078,0.0061479146,0.0029479403,0.21948396,0.39964125
M_0553_11y0m_1 (mp3cut.net)13.mp3,Prolongatio sample,6.5129356,38.448333740234375,0.012454543,0.012413272,0.02532997,0.043689437
M_0553_11y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,9.236482,32.368858337402344,0.02577298,0.013223604,0.017765883,0.014852329
M_0553_11y0m_1 (mp3cut.net)3.mp3,Prolongatio sample,12.712792,36.78103256225586,0.049483705,0.011035311,0.268268,0.50524354
M_0553_11y0m_1 (mp3cut.net)4.mp3,Prolongatio sample,11.183938,32.53265380859375,0.020283645,0.0087827565,0.109724544,0.1885387
M_0553_11y0m_1 (mp3cut.net)7.mp3,Prolongatio sample,11.758001,44.124332427978516,0.026682813,0.006763356,0.2806411,0.4256678
M_0553_11y0m_1 (mp3cut.net)8.mp3,Prolongatio sample,14.664085,40.65402603149414,0.026183676,0.014987003,0.007795148,0.012013587
M_0553_11y0m_1 (mp3cut.net)9.mp3,Prolongatio sample,9.835631,24.666690826416016,0.013952147,0.008317776,0.044466883,0.055734944
M_0556_07y8m_1 (mp3cut.net)1.mp3,Prolongatio sample,12.273732,12.654647827148438,0.062164824,0.031463776,0.02235132,0.076649815
M_0556_07y8m_1 (mp3cut.net)3.mp3,Prolongatio sample,11.085524,13.537347793579102,0.01383292,0.009856385,0.00755128,0.025647279
M_0556_08y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,9.444545,11.25893783569336,0.01587088,0.016657881,0.007377053,0.033269297
M_0556_08y0m_1 (mp3cut.net)3.mp3,Prolongatio sample,9.820984,10.483765602111816,0.003716302,0.0064059705,0.0005954629,0.0022227108
M_0760_12y3m_1 (mp3cut.net)3.mp3,Prolongatio sample,14.975964,47.06357955932617,0.014795752,0.008823702,0.00933022,0.033094574
M_0760_12y3m_1 (mp3cut.net)4.mp3,Prolongatio sample,21.210997,35.547584533691406,0.103939176,0.044184882,0.00895122,0.014546651
M_0760_12y3m_1 (mp3cut.net)5.mp3,Prolongatio sample,14.372415,40.931190490722656,0.01685362,0.0037367134,0.006038013,0.011541924
M_0819_11y11m_1 (mp3cut.net)1.mp3,Prolongatio sample,20.917404,31.588993072509766,0.01816077,0.013548009,0.0016977439,0.0031160389
M_0819_11y11m_1 (mp3cut.net)10.mp3,Prolongatio sample,18.032547,65.85258483886719,0.020649662,0.013945731,0.0071098614,0.024702705
M_0819_11y11m_1 (mp3cut.net)11.mp3,Prolongatio sample,15.094142,37.31390380859375,0.014004103,0.0047060247,0.0021776988,0.009484992
M_0819_11y11m_1 (mp3cut.net)2.mp3,Prolongatio sample,20.401665,41.78097152709961,0.020467876,0.0044749007,0.008455019,0.02794577
M_0819_11y11m_1 (mp3cut.net)3.mp3,Prolongatio sample,17.818401,54.445068359375,0.03333284,0.008865115,0.029215598,0.028561002
M_0819_11y11m_1 (mp3cut.net)4.mp3,Prolongatio sample,11.210975,37.63002014160156,0.005933928,0.005285995,0.0011770887,0.032439742
M_0819_11y11m_1 (mp3cut.net)5.mp3,Prolongatio sample,20.540855,67.10397338867188,0.014105759,0.006777875,0.011584708,0.029523725
M_0819_11y11m_1 (mp3cut.net)7.mp3,Prolongatio sample,17.717287,62.604347229003906,0.02051166,0.0098355645,0.0055895345,0.014682599
M_0819_11y11m_1 (mp3cut.net)8.mp3,Prolongatio sample,19.85671,29.811086654663086,0.025438268,0.0047315108,0.0022432532,0.008772285
M_0819_11y11m_1 (mp3cut.net)9.mp3,Prolongatio sample,15.284245,44.3305549621582,0.017239975,0.0126410145,0.0071507394,0.010774909
M_0821_10y1m_1 (mp3cut.net)1.mp3,Prolongatio sample,8.327124,12.388452529907227,0.036777552,0.012125436,0.7591459,0.8004754
M_0821_10y1m_1 (mp3cut.net)10.mp3,Prolongatio sample,15.208064,20.52579116821289,0.020998446,0.009021551,0.0031767748,0.005310205
M_0821_10y1m_1 (mp3cut.net)11.mp3,Prolongatio sample,8.48284,10.510601043701172,0.03160001,0.009357539,0.0009658106,0.001651891
M_0821_10y1m_1 (mp3cut.net)12.mp3,Prolongatio sample,9.1568,14.936464309692383,0.012987236,0.006168941,0.060800232,0.2754507
M_0821_10y1m_1 (mp3cut.net)13.mp3,Prolongatio sample,10.2102375,15.70004653930664,0.052246388,0.004813626,0.4845173,0.6167468
M_0821_10y1m_1 (mp3cut.net)3.mp3,Prolongatio sample,14.733566,47.21601104736328,0.027598469,0.019179702,0.006485923,0.0077655804
M_0821_10y1m_1 (mp3cut.net)5.mp3,Prolongatio sample,10.832264,25.996150970458984,0.061734978,0.040904745,0.096077584,0.08605136
M_0821_10y1m_1 (mp3cut.net)7.mp3,Prolongatio sample,9.959789,8.885982513427734,0.021695027,0.008299038,0.021811299,0.09323632
M_0991_07y6m_1 (mp3cut.net)1.mp3,Prolongatio sample,10.763589,14.306839942932129,0.009431769,0.0067095486,0.015808517,0.051004708
M_1011_13y10m_1 (mp3cut.net)2.mp3,Prolongatio sample,20.779074,21.83068084716797,0.08797294,0.03721222,0.0034540447,0.004258181
M_1100_28y0m_1 (mp3cut.net)1.mp3,Prolongatio sample,14.1135235,64.73938751220703,0.015580324,0.03979418,0.0018213432,0.0016615023
M_1100_28y0m_1 (mp3cut.net)4.mp3,Prolongatio sample,14.179447,67.6147689819336,0.018586773,0.042473666,0.03582581,0.057350613
M_1101_35y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,17.950138,36.126258850097656,0.05505462,0.022909246,0.26531896,0.29266113
M_1101_35y0m_1 (mp3cut.net)4.mp3,Prolongatio sample,13.681537,35.64466857910156,0.066880435,0.030596163,0.04276742,0.07732979
M_1103_20y0m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.5730965,35.01388931274414,0.016557895,0.04760885,0.010536815,0.0326717
M_1103_20y0m_1 (mp3cut.net)10.mp3,Prolongatio sample,2.0239372,15.141988754272461,0.015726397,0.028244222,0.046743166,0.12587811
M_1103_20y0m_1 (mp3cut.net)11.mp3,Prolongatio sample,3.8632,27.758779525756836,0.008671692,0.021079212,0.0055288607,0.00759154
M_1103_20y0m_1 (mp3cut.net)15.mp3,Prolongatio sample,2.8477836,23.854263305664062,0.05330106,0.06900417,0.20480655,0.47310874
M_1103_20y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,0.99990755,23.183551788330078,0.0042557544,0.019676844,0.0060663526,0.0201586
M_1103_20y0m_1 (mp3cut.net)4.mp3,Prolongatio sample,0.98513925,27.372703552246094,0.0144370515,0.032099135,0.0025888956,0.030468337
M_1103_20y0m_1 (mp3cut.net)5.mp3,Prolongatio sample,1.2501123,5.550318241119385,0.028332477,0.0071725524,0.003510893,0.0090040425
M_1103_20y0m_1 (mp3cut.net)6.mp3,Prolongatio sample,1.0384073,32.949710845947266,0.008732024,0.06594337,0.015163959,0.022365946
M_1103_20y0m_1 (mp3cut.net)7.mp3,Prolongatio sample,1.859622,14.484967231750488,0.0045020264,0.007905244,0.004616272,0.009189305
M_1103_20y0m_1 (mp3cut.net)8.mp3,Prolongatio sample,1.6410968,7.319733619689941,0.015480694,0.026801594,0.025067858,0.05006353
M_1103_20y0m_1 (mp3cut.net)9.mp3,Prolongatio sample,3.862751,13.208931922912598,0.009342512,0.017741144,0.0064186733,0.007989629
M_1104_40y0m_1 (mp3cut.net)1.mp3,Prolongatio sample,1.530593,41.34349822998047,0.008344463,0.0069776396,0.00057246455,0.002039832
M_1105_21y0m_1  (mp3cut.net)21.mp3,Prolongatio sample,18.524212,32.89128112792969,0.0031345382,0.0031322606,0.00031902845,0.00026675008
M_1105_21y0m_1  (mp3cut.net)23.mp3,Prolongatio sample,28.104721,51.34093475341797,0.0017898275,0.0010844755,0.00038481836,0.0006947644
M_1105_21y0m_1  (mp3cut.net)25.mp3,Prolongatio sample,11.144553,14.532821655273438,0.029643742,0.0018774411,0.00015676819,0.00017777177
M_1105_21y0m_1 (mp3cut.net)12.mp3,Prolongatio sample,23.479237,59.50361251831055,0.016743686,0.011344747,0.00036666114,0.000354917
M_1105_21y0m_1 (mp3cut.net)2.mp3,Prolongatio sample,18.557423,49.70209503173828,0.00371121,0.0044820243,0.00012900776,0.0005601046
M_1105_21y0m_1 (mp3cut.net)20.mp3,Prolongatio sample,25.834503,39.45506286621094,0.022764513,0.0047911243,0.0003887762,0.00053210324
M_1105_21y0m_1 (mp3cut.net)8.mp3,Prolongatio sample,25.095835,41.43798828125,0.0014433715,0.0016373323,0.00021412049,0.00033840482
M_1105_21y0m_1 (mp3cut.net)9.mp3,Prolongatio sample,20.784271,67.89187622070312,0.009191218,0.026844846,0.00044936046,0.00036485645
M_1112_09y9m (mp3cut.net)1.mp3,Prolongatio sample,11.483392,16.155712127685547,0.041451767,0.019257087,0.18811232,0.26371098
